"Away","Home","AwayLine","HomeLine","Date"
"Boston","Washington",350,-405,"20141208"
"Atlanta","Indiana",-105,-105,"20141208"
"Cleveland","Brooklyn",-400,346,"20141208"
"Denver","Toronto",450,-535,"20141208"
"Golden State","Minnesota",-2500,1400,"20141208"
"Utah","Sacramento",193,-215,"20141208"
"Phoenix","L.A. Clippers",297,-340,"20141208"
"Toronto","L.A. Clippers",162,-180,"20141227"
"Orlando","Charlotte",210,-235,"20141227"
"Boston","Washington",450,-535,"20141227"
"Memphis","Miami",-154,139,"20141227"
"New Orleans","Chicago",435,-515,"20141227"
"Indiana","Brooklyn",134,-148,"20141227"
"Atlanta","Milwaukee",-181,163,"20141227"
"Philadelphia","Utah",465,-555,"20141227"
"New York","Sacramento",227,-255,"20141227"
"Minnesota","Golden State",4400,-7500,"20141227"
"Charlotte","Orlando",158,-175,"20150103"
"Utah","Minnesota",108,-119,"20150103"
"Miami","Houston",252,-285,"20150103"
"Boston","Chicago",456,-543,"20150103"
"Washington","San Antonio",210,-235,"20150103"
"Memphis","Denver",110,-121,"20150103"
"Atlanta","Portland",229,-258,"20150103"
"Philadelphia","L.A. Clippers",4500,-9000,"20150103"
"Charlotte","New York",-295,260,"20150110"
"Dallas","L.A. Clippers",148,-164,"20150110"
"Indiana","Philadelphia",-280,248,"20150110"
"Boston","Toronto",671,-850,"20150110"
"Brooklyn","Detroit",200,-224,"20150110"
"Milwaukee","Chicago",232,-261,"20150110"
"Utah","Houston",587,-725,"20150110"
"San Antonio","Minnesota",-625,516,"20150110"
"Orlando","Portland",1200,-1700,"20150110"
"Toronto","Philadelphia",-1050,795,"20150123"
"Orlando","New York",-155,140,"20150123"
"Indiana","Miami",137,-152,"20150123"
"Oklahoma City","Atlanta",154,-171,"20150123"
"Charlotte","Cleveland",525,-638,"20150123"
"Chicago","Dallas",202,-226,"20150123"
"New Orleans","Minnesota",-250,222,"20150123"
"L.A. Lakers","San Antonio",1200,-2000,"20150123"
"Houston","Phoenix",120,-133,"20150123"
"Boston","Denver",239,-270,"20150123"
"Sacramento","Golden State",1450,-2450,"20150123"
"Minnesota","Oklahoma City",925,-1300,"20150126"
"Orlando","Memphis",671,-850,"20150126"
"Philadelphia","New Orleans",1400,-2500,"20150126"
"Boston","Utah",300,-343,"20150126"
"Denver","L.A. Clippers",1025,-1500,"20150126"
"Sacramento","New York",-190,171,"20150126"
"Portland","Brooklyn",-325,285,"20150126"
"Chicago","New Orleans",-128,116,"20150207"
"Brooklyn","Washington",239,-270,"20150207"
"Golden State","New York",-3000,1650,"20150207"
"Charlotte","Philadelphia",-365,318,"20150207"
"Portland","Dallas",127,-140,"20150207"
"Boston","Milwaukee",205,-230,"20150207"
"Sacramento","Utah",205,-230,"20150207"
"Philadelphia","Miami",604,-750,"20150223"
"Toronto","New Orleans",-325,285,"20150223"
"Milwaukee","Chicago",270,-307,"20150223"
"Minnesota","Houston",330,-380,"20150223"
"San Antonio","Utah",-228,204,"20150223"
"Boston","Phoenix",314,-360,"20150223"
"Brooklyn","Denver",-132,120,"20150223"
"Memphis","L.A. Clippers",144,-159,"20150223"
"Washington","Charlotte",120,-133,"20150309"
"Boston","Miami",131,-145,"20150309"
"Sacramento","Atlanta",621,-775,"20150309"
"Memphis","Chicago",-205,184,"20150309"
"New Orleans","Milwaukee",-115,104,"20150309"
"New York","Denver",461,-550,"20150309"
"Golden State","Phoenix",-230,205,"20150309"
"Minnesota","L.A. Clippers",301,-345,"20150309"
"Boston","Indiana",353,-409,"20150314"
"Sacramento","Washington",472,-565,"20150314"
"Brooklyn","Philadelphia",-265,235,"20150314"
"Milwaukee","Memphis",231,-260,"20150314"
"Detroit","Utah",318,-365,"20150314"
"New York","Golden State",2000,-8000,"20150314"
"Boston","Miami",160,-178,"20151130"
"Houston","Detroit",158,-175,"20151130"
"San Antonio","Chicago",-178,160,"20151130"
"Denver","Milwaukee",153,-170,"20151130"
"Oklahoma City","Atlanta",-143,129,"20151130"
"Golden State","Utah",-325,285,"20151130"
"Dallas","Sacramento",112,-124,"20151130"
"Portland","L.A. Clippers",289,-330,"20151130"
"L.A. Clippers","Brooklyn",-271,240,"20151212"
"Boston","Charlotte",131,-145,"20151212"
"Indiana","Detroit",102,-113,"20151212"
"L.A. Lakers","Houston",655,-825,"20151212"
"San Antonio","Atlanta",-143,129,"20151212"
"New Orleans","Chicago",280,-319,"20151212"
"Golden State","Milwaukee",-495,420,"20151212"
"Washington","Dallas",221,-248,"20151212"
"New York","Portland",143,-158,"20151212"
"Dallas","Indiana",162,-180,"20151216"
"Charlotte","Orlando",-106,-104,"20151216"
"Minnesota","New York",173,-193,"20151216"
"Miami","Brooklyn",-193,173,"20151216"
"Boston","Detroit",129,-143,"20151216"
"Philadelphia","Atlanta",1200,-1804,"20151216"
"Portland","Oklahoma City",534,-650,"20151216"
"Memphis","Chicago",163,-181,"20151216"
"Washington","San Antonio",843,-1125,"20151216"
"New Orleans","Utah",144,-160,"20151216"
"Milwaukee","L.A. Clippers",683,-868,"20151216"
"Phoenix","Golden State",715,-917,"20151216"
"Atlanta","Philadelphia",-480,408,"20160107"
"Boston","Chicago",222,-250,"20160107"
"Utah","Houston",231,-260,"20160107"
"L.A. Lakers","Sacramento",358,-415,"20160107"
"Boston","Washington",-117,106,"20160116"
"Milwaukee","Charlotte",193,-215,"20160116"
"Brooklyn","Atlanta",516,-625,"20160116"
"Portland","Philadelphia",-234,209,"20160116"
"Golden State","Detroit",-272,241,"20160116"
"New York","Memphis",181,-202,"20160116"
"L.A. Lakers","Utah",305,-350,"20160116"
"Sacramento","L.A. Clippers",153,-170,"20160116"
"Minnesota","Cleveland",998,-1400,"20160125"
"Boston","Washington",136,-150,"20160125"
"Orlando","Memphis",184,-205,"20160125"
"Miami","Chicago",250,-283,"20160125"
"Houston","New Orleans",159,-177,"20160125"
"Detroit","Utah",134,-148,"20160125"
"Atlanta","Denver",-163,147,"20160125"
"Charlotte","Sacramento",305,-350,"20160125"
"San Antonio","Golden State",182,-203,"20160125"
"Detroit","Cleveland",393,-460,"20160222"
"Indiana","Miami",111,-123,"20160222"
"Toronto","New York",-166,150,"20160222"
"Boston","Minnesota",-165,149,"20160222"
"L.A. Lakers","Milwaukee",400,-470,"20160222"
"Golden State","Atlanta",-245,218,"20160222"
"Phoenix","L.A. Clippers",1665,-3000,"20160222"
"Utah","New Orleans",102,-113,"20160305"
"Boston","Cleveland",305,-350,"20160305"
"Indiana","Washington",113,-125,"20160305"
"Detroit","New York",-280,248,"20160305"
"Brooklyn","Minnesota",397,-465,"20160305"
"Sacramento","San Antonio",611,-760,"20160305"
"Houston","Chicago",115,-127,"20160305"
"Atlanta","L.A. Clippers",191,-213,"20160305"
"Utah","Houston",256,-290,"20161119"
"Boston","Detroit",114,-126,"20161119"
"Dallas","Orlando",323,-372,"20161119"
"Miami","Washington",186,-208,"20161119"
"Charlotte","New Orleans",-123,111,"20161119"
"Phoenix","Philadelphia",-120,109,"20161119"
"Minnesota","Memphis",-105,-105,"20161119"
"Golden State","Milwaukee",-450,385,"20161119"
"Chicago","L.A. Clippers",305,-350,"20161119"
"Brooklyn","Milwaukee",326,-375,"20161203"
"Minnesota","Charlotte",201,-225,"20161203"
"Atlanta","Toronto",311,-357,"20161203"
"Boston","Philadelphia",-543,456,"20161203"
"L.A. Lakers","Memphis",116,-128,"20161203"
"Chicago","Dallas",-147,133,"20161203"
"Denver","Utah",256,-290,"20161203"
"Miami","Portland",210,-235,"20161203"
"Phoenix","Golden State",1845,-3600,"20161203"
"Sacramento","Charlotte",256,-290,"20170128"
"Detroit","Miami",-155,140,"20170128"
"Boston","Milwaukee",125,-138,"20170128"
"L.A. Clippers","Golden State",835,-1111,"20170128"
"Brooklyn","Minnesota",545,-665,"20170128"
"Denver","Phoenix",137,-152,"20170128"
"Memphis","Utah",318,-365,"20170128"
"Philadelphia","Orlando",244,-275,"20170209"
"Houston","Charlotte",-142,129,"20170209"
"Cleveland","Oklahoma City",101,-111,"20170209"
"Utah","Dallas",-130,118,"20170209"
"Boston","Portland",143,-158,"20170209"
"Washington","Indiana",-140,127,"20170216"
"Boston","Chicago",-107,-103,"20170216"
"New York","Orlando",132,-146,"20170306"
"Miami","Cleveland",439,-520,"20170306"
"Milwaukee","Philadelphia",-216,193,"20170306"
"Chicago","Detroit",211,-237,"20170306"
"Golden State","Atlanta",-222,199,"20170306"
"Indiana","Charlotte",166,-185,"20170306"
"Brooklyn","Memphis",552,-675,"20170306"
"Houston","San Antonio",145,-161,"20170306"
"New Orleans","Utah",180,-200,"20170306"
"Sacramento","Denver",498,-600,"20170306"
"Boston","L.A. Clippers",300,-343,"20170306"
"Portland","Minnesota",169,-188,"20170306"
"Miami","Orlando",-113,102,"20141122"
"Phoenix","Indiana",-133,120,"20141122"
"Toronto","Cleveland",134,-148,"20141122"
"Philadelphia","New York",604,-750,"20141122"
"Sacramento","Minnesota",-430,369,"20141122"
"Dallas","Houston",-170,153,"20141122"
"Brooklyn","San Antonio",498,-600,"20141122"
"Washington","Milwaukee",-158,143,"20141122"
"New Orleans","Utah",-133,120,"20141122"
"Philadelphia","Detroit",456,-543,"20141206"
"Phoenix","Houston",-128,116,"20141206"
"Golden State","Chicago",-130,118,"20141206"
"Minnesota","San Antonio",1075,-1600,"20141206"
"Orlando","Sacramento",218,-245,"20141206"
"New Orleans","L.A. Clippers",404,-475,"20141206"
"Houston","Orlando",-456,390,"20150114"
"San Antonio","Charlotte",-190,171,"20150114"
"New Orleans","Detroit",163,-181,"20150114"
"Philadelphia","Toronto",2424,-5000,"20150114"
"Memphis","Brooklyn",-285,252,"20150114"
"Atlanta","Boston",-212,190,"20150114"
"Washington","Chicago",209,-234,"20150114"
"Dallas","Denver",182,-203,"20150114"
"Miami","Golden State",1025,-1500,"20150114"
"L.A. Clippers","Portland",142,-157,"20150114"
"Indiana","Charlotte",-128,116,"20150117"
"Philadelphia","Detroit",900,-1235,"20150117"
"Atlanta","Chicago",-157,142,"20150117"
"Washington","Brooklyn",-230,205,"20150117"
"Golden State","Houston",112,-124,"20150117"
"Minnesota","Denver",638,-800,"20150117"
"Portland","Memphis",123,-136,"20150117"
"L.A. Clippers","Sacramento",-555,465,"20150117"
"New York","Charlotte",365,-425,"20150124"
"Detroit","Milwaukee",-145,131,"20150124"
"Philadelphia","Memphis",2400,-4800,"20150124"
"Brooklyn","Utah",162,-180,"20150124"
"Washington","Portland",-160,144,"20150124"
"Toronto","Washington",199,-222,"20150131"
"Dallas","Orlando",-290,256,"20150131"
"Sacramento","Indiana",195,-218,"20150131"
"Houston","Detroit",-170,153,"20150131"
"Philadelphia","Atlanta",1800,-3600,"20150131"
"Cleveland","Minnesota",-725,587,"20150131"
"Oklahoma City","Memphis",149,-165,"20150131"
"Portland","Milwaukee",-121,110,"20150131"
"L.A. Clippers","San Antonio",173,-193,"20150131"
"Charlotte","Denver",173,-193,"20150131"
"Phoenix","Golden State",498,-600,"20150131"
"Sacramento","Orlando",133,-147,"20151121"
"Milwaukee","Indiana",173,-193,"20151121"
"Atlanta","Cleveland",205,-230,"20151121"
"Philadelphia","Miami",887,-1200,"20151121"
"Washington","Detroit",100,-110,"20151121"
"New York","Houston",166,-184,"20151121"
"Memphis","San Antonio",285,-325,"20151121"
"L.A. Lakers","Washington",472,-565,"20151202"
"Golden State","Charlotte",-444,380,"20151202"
"Phoenix","Detroit",154,-171,"20151202"
"Philadelphia","New York",361,-419,"20151202"
"Denver","Chicago",423,-500,"20151202"
"New Orleans","Houston",144,-160,"20151202"
"Toronto","Atlanta",162,-180,"20151202"
"Milwaukee","San Antonio",800,-1053,"20151202"
"Indiana","L.A. Clippers",-128,116,"20151202"
"Toronto","Indiana",185,-206,"20151214"
"L.A. Clippers","Detroit",-123,111,"20151214"
"Orlando","Brooklyn",-160,144,"20151214"
"Philadelphia","Chicago",1102,-1600,"20151214"
"Miami","Atlanta",222,-250,"20151214"
"Washington","Memphis",142,-157,"20151214"
"Phoenix","Dallas",154,-171,"20151214"
"Utah","San Antonio",916,-1250,"20151214"
"Houston","Denver",-210,184,"20151214"
"New Orleans","Portland",133,-147,"20151214"
"New York","Cleveland",887,-1200,"20151223"
"Boston","Charlotte",107,-118,"20151223"
"Houston","Orlando",-101,-109,"20151223"
"Memphis","Washington",-111,103,"20151223"
"Sacramento","Indiana",248,-280,"20151223"
"Dallas","Brooklyn",-152,137,"20151223"
"San Antonio","Minnesota",-650,534,"20151223"
"Portland","New Orleans",292,-333,"20151223"
"Philadelphia","Milwaukee",569,-700,"20151223"
"Detroit","Atlanta",270,-307,"20151223"
"Denver","Phoenix",385,-450,"20151223"
"Utah","Golden State",1089,-1575,"20151223"
"Oklahoma City","L.A. Lakers",-2000,1289,"20151223"
"Brooklyn","Boston",427,-505,"20160102"
"Phoenix","Sacramento",222,-250,"20160102"
"Detroit","Indiana",171,-190,"20160102"
"Oklahoma City","Charlotte",-425,365,"20160102"
"Orlando","Cleveland",338,-390,"20160102"
"Milwaukee","Minnesota",113,-125,"20160102"
"New Orleans","Dallas",152,-169,"20160102"
"Houston","San Antonio",569,-700,"20160102"
"Memphis","Utah",-127,115,"20160102"
"Denver","Golden State",1491,-2500,"20160102"
"Philadelphia","L.A. Clippers",998,-1350,"20160102"
"Phoenix","Cleveland",2222,-5252,"20160127"
"Denver","Boston",423,-500,"20160127"
"Philadelphia","Detroit",704,-900,"20160127"
"Houston","San Antonio",390,-457,"20160127"
"L.A. Clippers","Atlanta",195,-218,"20160127"
"Oklahoma City","Minnesota",-275,244,"20160127"
"Charlotte","Utah",240,-271,"20160127"
"Dallas","Golden State",2122,-4750,"20160127"
"New York","Indiana",225,-253,"20160224"
"Charlotte","Cleveland",385,-450,"20160224"
"Philadelphia","Detroit",704,-900,"20160224"
"Minnesota","Toronto",408,-480,"20160224"
"Golden State","Miami",-444,380,"20160224"
"L.A. Lakers","Memphis",350,-405,"20160224"
"Washington","Chicago",-105,-105,"20160224"
"Oklahoma City","Dallas",-201,180,"20160224"
"Denver","L.A. Clippers",587,-725,"20160224"
"San Antonio","Sacramento",-335,293,"20160224"
"Indiana","Cleveland",338,-390,"20160229"
"Philadelphia","Washington",861,-1155,"20160229"
"Utah","Boston",171,-190,"20160229"
"Houston","Milwaukee",-160,144,"20160229"
"Memphis","Denver",-115,104,"20160229"
"Oklahoma City","Sacramento",-450,385,"20160229"
"Brooklyn","L.A. Clippers",798,-1050,"20160229"
"New York","Washington",186,-207,"20161117"
"Milwaukee","Miami",151,-167,"20161117"
"Portland","Houston",188,-210,"20161117"
"Philadelphia","Minnesota",651,-820,"20161117"
"Chicago","Utah",131,-145,"20161117"
"Sacramento","Washington",175,-195,"20161128"
"Philadelphia","Toronto",1289,-2000,"20161128"
"Oklahoma City","New York",-114,103,"20161128"
"Boston","Miami",-178,160,"20161128"
"Utah","Minnesota",-137,124,"20161128"
"Charlotte","Memphis",-125,113,"20161128"
"Atlanta","Golden State",1077,-1550,"20161128"
"Orlando","Washington",133,-147,"20161206"
"Chicago","Detroit",210,-235,"20161206"
"New York","Miami",102,-113,"20161206"
"Philadelphia","Memphis",256,-290,"20161206"
"San Antonio","Minnesota",-160,144,"20161206"
"Phoenix","Utah",252,-285,"20161206"
"Chicago","Indiana",165,-183,"20161230"
"Brooklyn","Washington",295,-337,"20161230"
"Miami","Boston",412,-485,"20161230"
"Detroit","Atlanta",130,-144,"20161230"
"Milwaukee","Minnesota",106,-117,"20161230"
"New York","New Orleans",139,-154,"20161230"
"L.A. Clippers","Houston",474,-567,"20161230"
"Portland","San Antonio",456,-543,"20161230"
"Philadelphia","Denver",472,-565,"20161230"
"Dallas","Golden State",2429,-6500,"20161230"
"L.A. Lakers","L.A. Clippers",534,-650,"20170114"
"New Orleans","Chicago",144,-159,"20170114"
"San Antonio","Phoenix",-950,736,"20170114"
"Philadelphia","Washington",461,-550,"20170114"
"Orlando","Utah",671,-850,"20170114"
"Portland","Boston",281,-320,"20170121"
"Washington","Detroit",123,-136,"20170121"
"Brooklyn","Charlotte",604,-750,"20170121"
"Philadelphia","Atlanta",480,-575,"20170121"
"Milwaukee","Miami",-127,115,"20170121"
"Phoenix","New York",175,-195,"20170121"
"Houston","Memphis",-107,-103,"20170121"
"San Antonio","Cleveland",154,-171,"20170121"
"Sacramento","Chicago",231,-260,"20170121"
"Indiana","Utah",256,-290,"20170121"
"L.A. Clippers","Denver",180,-200,"20170121"
"Sacramento","Cleveland",546,-667,"20170125"
"Houston","Boston",-160,144,"20170125"
"Miami","Brooklyn",-128,116,"20170125"
"Philadelphia","Milwaukee",622,-777,"20170125"
"Atlanta","Chicago",-113,102,"20170125"
"Toronto","Memphis",191,-213,"20170125"
"Golden State","Charlotte",-470,400,"20170125"
"Oklahoma City","New Orleans",-114,103,"20170125"
"New York","Dallas",137,-152,"20170125"
"L.A. Lakers","Portland",322,-370,"20170125"
"L.A. Lakers","Washington",520,-630,"20170202"
"Atlanta","Houston",435,-515,"20170202"
"Philadelphia","San Antonio",1453,-2400,"20170202"
"Golden State","L.A. Clippers",-333,292,"20170202"
"Charlotte","Sacramento",-170,153,"20170225"
"Atlanta","Orlando",-166,150,"20170225"
"Philadelphia","New York",252,-285,"20170225"
"Indiana","Miami",165,-183,"20170225"
"New Orleans","Dallas",-129,117,"20170225"
"Chicago","Cleveland",227,-255,"20170225"
"Minnesota","Houston",720,-925,"20170225"
"Brooklyn","Golden State",2499,-7000,"20170225"
"Chicago","Boston",285,-325,"20170312"
"Miami","Indiana",222,-250,"20170312"
"New York","Brooklyn",103,-114,"20170312"
"Cleveland","Houston",252,-285,"20170312"
"Portland","Phoenix",-125,113,"20170312"
"Philadelphia","L.A. Lakers",171,-190,"20170312"
"Denver","Washington",169,-188,"20141205"
"Oklahoma City","Philadelphia",-1400,975,"20141205"
"New York","Charlotte",171,-190,"20141205"
"Atlanta","Brooklyn",-106,-104,"20141205"
"Cleveland","Toronto",163,-181,"20141205"
"L.A. Lakers","Boston",136,-150,"20141205"
"San Antonio","Memphis",106,-117,"20141205"
"Houston","Minnesota",-310,273,"20141205"
"Phoenix","Dallas",206,-231,"20141205"
"Miami","Milwaukee",-113,102,"20141205"
"Orlando","Utah",175,-195,"20141205"
"Indiana","Sacramento",137,-152,"20141205"
"L.A. Clippers","Indiana",-270,239,"20141210"
"Washington","Orlando",-212,190,"20141210"
"Boston","Charlotte",137,-152,"20141210"
"Philadelphia","Atlanta",925,-1300,"20141210"
"New York","San Antonio",442,-525,"20141210"
"Brooklyn","Chicago",622,-777,"20141210"
"Portland","Minnesota",-600,498,"20141210"
"New Orleans","Dallas",273,-310,"20141210"
"Miami","Denver",193,-215,"20141210"
"Houston","Golden State",369,-430,"20141210"
"New York","Toronto",736,-950,"20141221"
"Memphis","Cleveland",176,-196,"20141221"
"Detroit","Brooklyn",114,-126,"20141221"
"Boston","Miami",-161,145,"20141221"
"Philadelphia","Orlando",365,-425,"20141221"
"Phoenix","Washington",200,-224,"20141221"
"L.A. Lakers","Sacramento",295,-337,"20141221"
"Indiana","Minnesota",-157,142,"20141221"
"New Orleans","Oklahoma City",269,-305,"20141221"
"Detroit","Cleveland",273,-310,"20141228"
"Houston","San Antonio",105,-116,"20141228"
"Oklahoma City","Dallas",107,-118,"20141228"
"Toronto","Denver",-136,123,"20141228"
"New York","Portland",671,-850,"20141228"
"Phoenix","L.A. Lakers",-204,183,"20141228"
"Cleveland","Philadelphia",-201,180,"20150105"
"Dallas","Brooklyn",-311,274,"20150105"
"Charlotte","Boston",202,-226,"20150105"
"Denver","Minnesota",-203,182,"20150105"
"Houston","Chicago",127,-140,"20150105"
"Washington","New Orleans",137,-152,"20150105"
"New York","Memphis",1450,-2450,"20150105"
"Indiana","Utah",110,-121,"20150105"
"L.A. Lakers","Portland",890,-1225,"20150105"
"Atlanta","L.A. Clippers",195,-218,"20150105"
"Oklahoma City","Golden State",133,-147,"20150105"
"Milwaukee","Orlando",-170,153,"20150129"
"New York","Indiana",293,-335,"20150129"
"Denver","Memphis",450,-535,"20150129"
"Chicago","L.A. Lakers",-525,442,"20150129"
"New York","Indiana",1025,-1450,"20150304"
"Phoenix","Orlando",-180,162,"20150304"
"Utah","Boston",104,-115,"20150304"
"Cleveland","Toronto",-193,173,"20150304"
"Charlotte","Brooklyn",199,-222,"20150304"
"Denver","Minnesota",248,-280,"20150304"
"Memphis","Houston",142,-157,"20150304"
"L.A. Lakers","Miami",416,-490,"20150304"
"Philadelphia","Oklahoma City",1650,-3000,"20150304"
"Detroit","New Orleans",175,-195,"20150304"
"Sacramento","San Antonio",523,-635,"20150304"
"Portland","L.A. Clippers",-118,107,"20150304"
"Milwaukee","Golden State",1125,-1650,"20150304"
"Orlando","Indiana",342,-395,"20150310"
"New Orleans","Brooklyn",130,-144,"20150310"
"Toronto","San Antonio",256,-290,"20150310"
"Cleveland","Dallas",-175,158,"20150310"
"New York","Utah",925,-1300,"20150310"
"Detroit","L.A. Lakers",-160,144,"20150310"
"Chicago","Oklahoma City",252,-285,"20150315"
"Houston","L.A. Clippers",169,-188,"20150315"
"Cleveland","Orlando",-620,512,"20150315"
"Denver","New Orleans",308,-353,"20150315"
"Portland","Toronto",111,-123,"20150315"
"Minnesota","San Antonio",1125,-1700,"20150315"
"New York","Phoenix",641,-805,"20150315"
"Atlanta","L.A. Lakers",-265,235,"20150315"
"New York","Philadelphia",215,-241,"20150320"
"Portland","Orlando",-384,333,"20150320"
"Denver","Miami",292,-333,"20150320"
"Milwaukee","Brooklyn",114,-126,"20150320"
"Indiana","Cleveland",480,-575,"20150320"
"Atlanta","Oklahoma City",-106,-104,"20150320"
"Toronto","Chicago",105,-116,"20150320"
"Memphis","Dallas",131,-145,"20150320"
"Boston","San Antonio",385,-450,"20150320"
"Charlotte","Sacramento",-195,175,"20150320"
"New Orleans","Golden State",1125,-1650,"20150320"
"Washington","L.A. Clippers",268,-304,"20150320"
"Denver","Philadelphia",-149,135,"20151205"
"Golden State","Toronto",-325,285,"20151205"
"Cleveland","Miami",171,-190,"20151205"
"Portland","Minnesota",112,-124,"20151205"
"Sacramento","Houston",137,-152,"20151205"
"Charlotte","Chicago",199,-222,"20151205"
"New York","Milwaukee",-130,118,"20151205"
"Boston","San Antonio",365,-425,"20151205"
"Indiana","Utah",-118,107,"20151205"
"Orlando","L.A. Clippers",116,-128,"20151205"
"Philadelphia","Brooklyn",239,-270,"20151210"
"Atlanta","Oklahoma City",289,-330,"20151210"
"L.A. Clippers","Chicago",-111,101,"20151210"
"New York","Sacramento",218,-245,"20151210"
"L.A. Lakers","Memphis",450,-535,"20151227"
"New York","Boston",338,-390,"20151227"
"Denver","Oklahoma City",1981,-4125,"20151227"
"Portland","Sacramento",393,-460,"20151227"
"Indiana","Orlando",-152,137,"20160106"
"New York","Miami",264,-300,"20160106"
"Cleveland","Washington",-333,292,"20160106"
"Toronto","Brooklyn",-295,260,"20160106"
"Detroit","Boston",136,-150,"20160106"
"Dallas","New Orleans",318,-365,"20160106"
"Denver","Minnesota",147,-163,"20160106"
"Utah","San Antonio",1051,-1500,"20160106"
"Charlotte","Phoenix",-124,112,"20160106"
"Memphis","Oklahoma City",393,-460,"20160106"
"L.A. Clippers","Portland",-157,142,"20160106"
"Atlanta","Charlotte",-133,120,"20160113"
"Milwaukee","Washington",193,-215,"20160113"
"New York","Brooklyn",-153,138,"20160113"
"Indiana","Boston",142,-157,"20160113"
"Dallas","Oklahoma City",858,-1150,"20160113"
"Minnesota","Houston",314,-360,"20160113"
"Golden State","Denver",-540,454,"20160113"
"New Orleans","Sacramento",222,-250,"20160113"
"Utah","Portland",144,-160,"20160113"
"Miami","L.A. Clippers",136,-150,"20160113"
"New York","Charlotte",-118,107,"20160123"
"Milwaukee","New Orleans",222,-250,"20160123"
"Memphis","Minnesota",-161,145,"20160123"
"Chicago","Cleveland",509,-615,"20160123"
"Atlanta","Phoenix",-575,480,"20160123"
"Detroit","Denver",-183,168,"20160123"
"Indiana","Sacramento",139,-154,"20160123"
"L.A. Lakers","Portland",621,-775,"20160123"
"Boston","Philadelphia",NA,NA,"20160123"
"Washington","Miami",-125,113,"20160220"
"Milwaukee","Atlanta",314,-360,"20160220"
"New York","Minnesota",134,-148,"20160220"
"Golden State","L.A. Clippers",-180,162,"20160220"
"Miami","Milwaukee",-161,145,"20160309"
"New Orleans","Charlotte",346,-400,"20160309"
"Houston","Philadelphia",-480,408,"20160309"
"Memphis","Boston",552,-675,"20160309"
"Detroit","Dallas",117,-129,"20160309"
"L.A. Clippers","Oklahoma City",213,-239,"20160309"
"Cleveland","Sacramento",-265,235,"20160309"
"New York","Phoenix",101,-111,"20160309"
"Utah","Golden State",1198,-1800,"20160309"
"New York","Charlotte",197,-220,"20161126"
"San Antonio","Washington",-210,188,"20161126"
"Detroit","Oklahoma City",169,-188,"20161126"
"Memphis","Miami",-110,-100,"20161126"
"Minnesota","Golden State",704,-900,"20161126"
"Memphis","Sacramento",-115,104,"20161231"
"Cleveland","Charlotte",-109,-101,"20161231"
"Milwaukee","Chicago",147,-163,"20161231"
