"Away","Home","AwayLine","HomeLine","Date"
"Portland","Utah",362,-421,"20170215"
"New York","Oklahoma City",273,-310,"20170215"
"Atlanta","L.A. Clippers",147,-163,"20170215"
"Sacramento","Golden State",2111,-4700,"20170215"
"Sacramento","Boston",-118,107,"20141231"
"Miami","Indiana",147,-163,"20141231"
"New York","L.A. Clippers",816,-1100,"20141231"
"Milwaukee","Cleveland",-106,-104,"20141231"
"New Orleans","San Antonio",180,-200,"20141231"
"Charlotte","Houston",638,-800,"20141231"
"Phoenix","Oklahoma City",302,-346,"20141231"
"Oklahoma City","Charlotte",-181,163,"20150221"
"New Orleans","Miami",118,-130,"20150221"
"Phoenix","Chicago",314,-360,"20150221"
"Toronto","Houston",118,-130,"20150221"
"Sacramento","L.A. Clippers",456,-543,"20150221"
"Orlando","Cleveland",346,-400,"20151123"
"Sacramento","Charlotte",145,-162,"20151123"
"New York","Miami",186,-208,"20151123"
"Philadelphia","Minnesota",264,-300,"20151123"
"Detroit","Milwaukee",-147,133,"20151123"
"Phoenix","San Antonio",456,-543,"20151123"
"Oklahoma City","Utah",116,-128,"20151123"
"Sacramento","Washington",131,-145,"20151221"
"Minnesota","Boston",281,-320,"20151221"
"Orlando","New York",135,-149,"20151221"
"Brooklyn","Chicago",569,-700,"20151221"
"Portland","Atlanta",534,-650,"20151221"
"Charlotte","Houston",142,-157,"20151221"
"Indiana","San Antonio",423,-500,"20151221"
"Phoenix","Utah",159,-177,"20151221"
"Oklahoma City","L.A. Clippers",-126,114,"20151221"
"Milwaukee","Indiana",199,-223,"20151231"
"Minnesota","Detroit",289,-315,"20151231"
"Golden State","Houston",140,-155,"20151231"
"Phoenix","Oklahoma City",1414,-2300,"20151231"
"L.A. Clippers","New Orleans",116,-128,"20151231"
"Portland","Utah",140,-155,"20151231"
"Atlanta","New York",-180,162,"20160103"
"Chicago","Toronto",154,-171,"20160103"
"Miami","Washington",-115,104,"20160103"
"Portland","Denver",-120,109,"20160103"
"Phoenix","L.A. Lakers",-111,101,"20160103"
"Miami","Philadelphia",-500,423,"20160304"
"Indiana","Charlotte",134,-148,"20160304"
"Phoenix","Orlando",767,-1000,"20160304"
"Portland","Toronto",199,-223,"20160304"
"New York","Boston",456,-543,"20160304"
"Washington","Cleveland",330,-380,"20160304"
"Utah","Memphis",-123,111,"20160304"
"Minnesota","Milwaukee",186,-208,"20160304"
"Brooklyn","Denver",210,-235,"20160304"
"Atlanta","L.A. Lakers",-650,534,"20160304"
"Oklahoma City","Philadelphia",-3333,1768,"20160318"
"Cleveland","Orlando",-543,456,"20160318"
"Sacramento","Detroit",273,-310,"20160318"
"Boston","Toronto",116,-128,"20160318"
"Portland","New Orleans",-135,122,"20160318"
"Minnesota","Houston",400,-470,"20160318"
"Golden State","Dallas",-444,380,"20160318"
"Phoenix","L.A. Lakers",157,-174,"20160318"
"Orlando","Cleveland",545,-665,"20141124"
"Portland","Philadelphia",-1050,795,"20141124"
"L.A. Clippers","Charlotte",-172,155,"20141124"
"Phoenix","Toronto",173,-193,"20141124"
"New York","Houston",210,-235,"20141124"
"Indiana","Dallas",1075,-1600,"20141124"
"Chicago","Utah",-152,137,"20141124"
"Washington","Atlanta",153,-170,"20150111"
"Miami","L.A. Clippers",465,-555,"20150111"
"Phoenix","Memphis",141,-156,"20150111"
"Cleveland","Sacramento",140,-155,"20150111"
"Portland","L.A. Lakers",-235,210,"20150111"
"Golden State","Indiana",-218,195,"20151208"
"Portland","Cleveland",404,-475,"20151208"
"Houston","Brooklyn",-205,184,"20151208"
"Oklahoma City","Memphis",-128,116,"20151208"
"Orlando","Denver",-160,144,"20151208"
"Utah","Sacramento",131,-145,"20151208"
"Cleveland","Washington",-137,124,"20160228"
"Charlotte","Atlanta",171,-190,"20160228"
"Toronto","Detroit",111,-123,"20160228"
"Portland","Indiana",205,-230,"20160228"
"Philadelphia","Orlando",412,-485,"20160228"
"Minnesota","Dallas",289,-330,"20160228"
"Miami","New York",-125,113,"20160228"
"Phoenix","Indiana",173,-193,"20161118"
"Atlanta","Charlotte",114,-126,"20161118"
"Detroit","Cleveland",354,-411,"20161118"
"Brooklyn","Oklahoma City",446,-530,"20161118"
"Golden State","Boston",-411,354,"20161118"
"Portland","New Orleans",-109,-101,"20161118"
"Memphis","Dallas",-161,145,"20161118"
"Toronto","Denver",-161,145,"20161118"
"L.A. Clippers","Sacramento",-385,334,"20161118"
"San Antonio","L.A. Lakers",-320,281,"20161118"
"Charlotte","Indiana",142,-157,"20170315"
"Dallas","Washington",273,-310,"20170315"
"Minnesota","Boston",209,-234,"20170315"
"New Orleans","Miami",214,-240,"20170315"
"Utah","Detroit",-143,129,"20170315"
"Memphis","Chicago",-135,122,"20170315"
"Portland","San Antonio",552,-675,"20170315"
"L.A. Lakers","Houston",2173,-5000,"20170315"
"Sacramento","Phoenix",180,-200,"20170315"
"Milwaukee","L.A. Clippers",273,-310,"20170315"
"Utah","Washington",622,-777,"20141214"
"Chicago","Miami",-295,260,"20141214"
"Golden State","New Orleans",-265,235,"20141214"
"L.A. Lakers","Minnesota",-163,147,"20141214"
"Phoenix","Oklahoma City",277,-315,"20141214"
"Toronto","New York",-270,239,"20141214"
"San Antonio","Denver",-200,180,"20141214"
"Toronto","Philadelphia",-468,399,"20150302"
"Phoenix","Miami",117,-129,"20150302"
"Golden State","Brooklyn",-245,218,"20150302"
"L.A. Clippers","Minnesota",-250,222,"20150302"
"New Orleans","Dallas",314,-360,"20150302"
"Phoenix","Memphis",191,-213,"20151206"
"L.A. Lakers","Detroit",456,-543,"20151206"
"Golden State","Brooklyn",-700,569,"20151206"
"Dallas","Washington",-128,116,"20151206"
"Sacramento","Oklahoma City",638,-800,"20151206"
"Charlotte","L.A. Clippers",346,-400,"20160109"
"Chicago","Atlanta",129,-143,"20160109"
"Washington","Orlando",139,-154,"20160109"
"Brooklyn","Detroit",534,-650,"20160109"
"Toronto","Philadelphia",-444,380,"20160109"
"Miami","Utah",-120,109,"20160109"
"Golden State","Sacramento",-410,354,"20160109"
"Chicago","L.A. Clippers",162,-180,"20160131"
"Boston","Orlando",-177,159,"20160131"
"Atlanta","Miami",-145,131,"20160131"
"Phoenix","Dallas",346,-400,"20160131"
"Golden State","New York",-700,569,"20160131"
"Minnesota","Portland",235,-265,"20160131"
"Charlotte","L.A. Lakers",-165,149,"20160131"
"Philadelphia","Detroit",675,-856,"20161211"
"Boston","Oklahoma City",144,-160,"20161211"
"Golden State","Minnesota",-490,416,"20161211"
"New Orleans","Phoenix",111,-123,"20161211"
"New York","L.A. Lakers",-132,120,"20161211"
"Washington","Charlotte",227,-255,"20170123"
"Sacramento","Detroit",250,-283,"20170123"
"San Antonio","Brooklyn",-370,322,"20170123"
"Golden State","Miami",-675,552,"20170123"
"L.A. Clippers","Atlanta",273,-310,"20170123"
"Houston","Milwaukee",-190,171,"20170123"
"Cleveland","New Orleans",-510,431,"20170123"
"New York","Indiana",195,-218,"20170123"
"Oklahoma City","Utah",175,-195,"20170123"
"New York","Atlanta",210,-235,"20170129"
"Oklahoma City","Cleveland",297,-340,"20170129"
"Washington","New Orleans",-110,100,"20170129"
"Orlando","Toronto",516,-625,"20170129"
"Houston","Indiana",-160,144,"20170129"
"Dallas","San Antonio",767,-1000,"20170129"
"Philadelphia","Chicago",255,-289,"20170129"
"Golden State","Portland",-240,214,"20170129"
"Golden State","Washington",-295,260,"20170228"
"Portland","Detroit",149,-165,"20170228"
"Denver","Chicago",124,-137,"20170228"
"Phoenix","Memphis",377,-440,"20170228"
"Utah","Oklahoma City",-133,120,"20170228"
"Charlotte","L.A. Lakers",-205,184,"20170228"
"Washington","Charlotte",-121,110,"20150205"
"L.A. Clippers","Cleveland",165,-183,"20150205"
"Dallas","Sacramento",-142,129,"20150205"
"Phoenix","Portland",173,-192,"20150205"
"Miami","Orlando",-163,147,"20150225"
"New York","Boston",569,-700,"20150225"
"Dallas","Atlanta",361,-420,"20150225"
"Washington","Minnesota",122,-135,"20150225"
"Brooklyn","New Orleans",-137,124,"20150225"
"Philadelphia","Milwaukee",483,-580,"20150225"
"L.A. Clippers","Houston",142,-157,"20150225"
"Charlotte","Chicago",269,-305,"20150225"
"Phoenix","Denver",-234,209,"20150225"
"L.A. Lakers","Utah",442,-525,"20150225"
"Memphis","Sacramento",-280,248,"20150225"
"San Antonio","Portland",131,-145,"20150225"
"Washington","Cleveland",385,-450,"20151201"
"L.A. Lakers","Philadelphia",114,-126,"20151201"
"Phoenix","Brooklyn",-165,149,"20151201"
"Memphis","New Orleans",-108,-102,"20151201"
"Orlando","Minnesota",104,-115,"20151201"
"Dallas","Portland",104,-115,"20151201"
"Dallas","Charlotte",681,-865,"20161201"
"Milwaukee","Brooklyn",-213,191,"20161201"
"L.A. Clippers","Cleveland",149,-165,"20161201"
"Orlando","Memphis",-170,153,"20161201"
"Miami","Utah",256,-290,"20161201"
"Houston","Golden State",575,-708,"20161201"
"Washington","Indiana",180,-200,"20161219"
"Atlanta","Oklahoma City",138,-153,"20161219"
"Detroit","Chicago",117,-129,"20161219"
"Phoenix","Minnesota",218,-245,"20161219"
"Dallas","Denver",310,-355,"20161219"
"L.A. Clippers","Miami",-177,159,"20141120"
"Chicago","Sacramento",131,-145,"20141120"
"Philadelphia","Charlotte",545,-666,"20151120"
"Brooklyn","Boston",354,-411,"20151120"
"Detroit","Minnesota",-128,116,"20151120"
"New York","Oklahoma City",234,-264,"20151120"
"San Antonio","New Orleans",-310,273,"20151120"
"Houston","Memphis",129,-143,"20151120"
"Utah","Dallas",102,-113,"20151120"
"Phoenix","Denver",-155,140,"20151120"
"L.A. Clippers","Portland",-170,153,"20151120"
"Chicago","Golden State",400,-470,"20151120"
"Toronto","L.A. Lakers",-260,231,"20151120"
"Orlando","Charlotte",456,-543,"20160316"
"Dallas","Cleveland",201,-225,"20160316"
"Chicago","Washington",171,-190,"20160316"
"Oklahoma City","Boston",-205,184,"20160316"
"Atlanta","Detroit",-113,102,"20160316"
"Minnesota","Memphis",-165,149,"20160316"
"L.A. Clippers","Houston",157,-174,"20160316"
"New Orleans","Sacramento",138,-153,"20160316"
"New York","Golden State",1453,-2400,"20160316"
"Portland","Dallas",-115,104,"20160320"
"Orlando","Toronto",435,-515,"20160320"
"Boston","Philadelphia",-825,655,"20160320"
"L.A. Clippers","New Orleans",-530,446,"20160320"
"Utah","Milwaukee",-119,108,"20160320"
"Sacramento","New York",-196,176,"20160320"
"Cleveland","Washington",-114,103,"20170206"
"L.A. Lakers","New York",186,-208,"20170206"
"Oklahoma City","Indiana",181,-202,"20170206"
"L.A. Clippers","Toronto",239,-270,"20170206"
"Utah","Atlanta",-110,-100,"20170206"
"Philadelphia","Detroit",365,-425,"20170206"
"Miami","Minnesota",-102,-108,"20170206"
"Phoenix","New Orleans",211,-237,"20170206"
"Dallas","Denver",126,-139,"20170206"
"San Antonio","Memphis",-100,-110,"20170206"
"Chicago","Sacramento",151,-167,"20170206"
"Toronto","Cleveland",228,-257,"20141209"
"Portland","Detroit",-375,326,"20141209"
"Dallas","Memphis",122,-135,"20141209"
"New York","New Orleans",239,-270,"20141209"
"Milwaukee","Oklahoma City",483,-580,"20141209"
"San Antonio","Utah",-520,439,"20141209"
"Miami","Phoenix",159,-177,"20141209"
"Sacramento","L.A. Lakers",144,-160,"20141209"
"Denver","Charlotte",120,-133,"20141222"
"Portland","Houston",180,-200,"20141222"
"Utah","Memphis",326,-375,"20141222"
"Toronto","Chicago",158,-175,"20141222"
"Atlanta","Dallas",167,-186,"20141222"
"L.A. Clippers","San Antonio",-105,-105,"20141222"
"Sacramento","Golden State",610,-759,"20141222"
"Denver","Chicago",498,-600,"20150101"
"Sacramento","Minnesota",-178,160,"20150101"
"Sacramento","Miami",446,-530,"20151119"
"Milwaukee","Cleveland",498,-600,"20151119"
"Golden State","L.A. Clippers",-220,197,"20151119"
"Toronto","Orlando",-188,169,"20160114"
"Chicago","Philadelphia",-425,365,"20160114"
"Detroit","Memphis",-117,106,"20160114"
"Cleveland","San Antonio",248,-280,"20160114"
"Sacramento","Utah",134,-148,"20160114"
"L.A. Lakers","Golden State",2173,-5000,"20160114"
"L.A. Clippers","Indiana",-113,102,"20160126"
"Phoenix","Philadelphia",114,-126,"20160126"
"Washington","Toronto",318,-365,"20160126"
"Miami","Brooklyn",-152,137,"20160126"
"Oklahoma City","New York",-465,397,"20160126"
"Orlando","Milwaukee",188,-210,"20160126"
"Sacramento","Portland",184,-205,"20160126"
"Dallas","L.A. Lakers",-252,224,"20160126"
"New York","Washington",321,-369,"20170131"
"New Orleans","Toronto",282,-321,"20170131"
"Sacramento","Houston",704,-900,"20170131"
"Oklahoma City","San Antonio",400,-470,"20170131"
"Charlotte","Portland",148,-164,"20170131"
"Denver","L.A. Lakers",-109,-101,"20170131"
"Utah","Cleveland",485,-583,"20150121"
"Miami","Charlotte",200,-224,"20150121"
"New York","Philadelphia",-150,136,"20150121"
"Orlando","Detroit",305,-350,"20150121"
"Indiana","Atlanta",498,-600,"20150121"
"Toronto","Memphis",222,-250,"20150121"
"Dallas","Minnesota",-470,400,"20150121"
"L.A. Lakers","New Orleans",285,-325,"20150121"
"Oklahoma City","Washington",100,-110,"20150121"
"Portland","Phoenix",281,-320,"20150121"
"Brooklyn","Sacramento",191,-213,"20150121"
"Houston","Golden State",310,-355,"20150121"
"Philadelphia","Orlando",295,-337,"20160120"
"Miami","Washington",205,-230,"20160120"
"Boston","Toronto",138,-153,"20160120"
"Cleveland","Brooklyn",-1111,835,"20160120"
"Utah","New York",124,-137,"20160120"
"Detroit","Houston",139,-154,"20160120"
"Golden State","Chicago",-240,214,"20160120"
"Charlotte","Oklahoma City",435,-515,"20160120"
"Minnesota","Dallas",237,-267,"20160120"
"Sacramento","L.A. Lakers",-290,256,"20160120"
"Atlanta","Portland",-113,102,"20160120"
"Cleveland","Charlotte",-345,301,"20160203"
"Atlanta","Philadelphia",-305,269,"20160203"
"Indiana","Brooklyn",-270,239,"20160203"
"Detroit","Boston",162,-180,"20160203"
"Orlando","Oklahoma City",638,-800,"20160203"
"Golden State","Washington",-525,442,"20160203"
"Miami","Dallas",121,-134,"20160203"
"New Orleans","San Antonio",861,-1155,"20160203"
"Denver","Utah",305,-350,"20160203"
"Chicago","Sacramento",151,-167,"20160203"
"Minnesota","L.A. Clippers",545,-666,"20160203"
"Atlanta","Orlando",-130,118,"20170104"
"Oklahoma City","Charlotte",117,-129,"20170104"
"Milwaukee","New York",-157,142,"20170104"
"Chicago","Cleveland",164,-182,"20170104"
"Memphis","L.A. Clippers",-113,102,"20170104"
"Portland","Golden State",1528,-2600,"20170104"
"Miami","Sacramento",310,-355,"20170104"
"Washington","Philadelphia",-320,281,"20160226"
"Charlotte","Indiana",162,-180,"20160226"
"Orlando","New York",131,-145,"20160226"
"Cleveland","Toronto",-135,122,"20160226"
"Chicago","Atlanta",285,-325,"20160226"
"Denver","Dallas",205,-230,"20160226"
"L.A. Clippers","Sacramento",-198,178,"20160226"
"Memphis","L.A. Lakers",-208,186,"20160226"
"Orlando","Indiana",295,-337,"20161114"
"Oklahoma City","Detroit",-106,-104,"20161114"
"Dallas","New York",152,-169,"20161114"
"Boston","New Orleans",-160,144,"20161114"
"Philadelphia","Houston",638,-800,"20161114"
"Miami","San Antonio",573,-705,"20161114"
"Memphis","Utah",225,-253,"20161114"
"Brooklyn","L.A. Clippers",1950,-4000,"20161114"
"New Orleans","Cleveland",400,-470,"20170102"
"Oklahoma City","Milwaukee",111,-123,"20170102"
"Utah","Brooklyn",-271,240,"20170102"
"Orlando","New York",155,-172,"20170102"
"Washington","Houston",298,-341,"20170102"
"Charlotte","Chicago",-115,104,"20170102"
"Denver","Golden State",1332,-2100,"20170102"
"Phoenix","L.A. Clippers",166,-185,"20170102"
"Minnesota","Charlotte",220,-247,"20150119"
"Philadelphia","Washington",1125,-1650,"20150119"
"Detroit","Atlanta",277,-315,"20150119"
"Boston","L.A. Clippers",865,-1200,"20150119"
"Denver","Golden State",1200,-2000,"20150119"
"Dallas","Memphis",130,-144,"20150119"
"New Orleans","New York",-177,159,"20150119"
"Indiana","Houston",442,-525,"20150119"
"Chicago","Cleveland",175,-195,"20150119"
"Toronto","Milwaukee",102,-112,"20150119"
"L.A. Lakers","Phoenix",498,-600,"20150119"
"Sacramento","Portland",412,-485,"20150119"
"Golden State","Washington",-270,239,"20150224"
"Cleveland","Detroit",-285,252,"20150224"
"Indiana","Oklahoma City",277,-315,"20150224"
"Toronto","Dallas",166,-185,"20150224"
"Portland","Orlando",159,-177,"20151218"
"Brooklyn","Indiana",555,-680,"20151218"
"New York","Philadelphia",-230,205,"20151218"
"Atlanta","Boston",142,-157,"20151218"
"Toronto","Miami",175,-195,"20151218"
"Detroit","Chicago",180,-200,"20151218"
"Sacramento","Minnesota",-138,125,"20151218"
"L.A. Clippers","San Antonio",342,-385,"20151218"
"Memphis","Dallas",104,-115,"20151218"
"Denver","Utah",190,-212,"20151218"
"New Orleans","Phoenix",136,-150,"20151218"
"Milwaukee","Golden State",2352,-6000,"20151218"
"Minnesota","Philadelphia",-237,211,"20160104"
"Toronto","Cleveland",334,-385,"20160104"
"Indiana","Miami",115,-127,"20160104"
"Orlando","Detroit",158,-175,"20160104"
"Boston","Brooklyn",-320,281,"20160104"
"San Antonio","Milwaukee",-535,450,"20160104"
"Sacramento","Oklahoma City",292,-333,"20160104"
"Houston","Utah",-148,134,"20160104"
"Memphis","Portland",-108,-102,"20160104"
"Charlotte","Golden State",736,-950,"20160104"
"Phoenix","Washington",264,-300,"20161121"
"Golden State","Indiana",-2586,1523,"20161121"
"Miami","Philadelphia",-190,171,"20161121"
"Memphis","Charlotte",189,-211,"20161121"
"Houston","Detroit",-135,122,"20161121"
"Orlando","Milwaukee",244,-275,"20161121"
"Boston","Minnesota",-110,-100,"20161121"
"Dallas","San Antonio",1126,-1650,"20161121"
"Toronto","L.A. Clippers",383,-448,"20161121"
"Orlando","Charlotte",244,-275,"20161209"
"Miami","Cleveland",767,-1000,"20161209"
"Toronto","Boston",123,-136,"20161209"
"Atlanta","Milwaukee",137,-152,"20161209"
"Detroit","Minnesota",-160,144,"20161209"
"Houston","Oklahoma City",-114,103,"20161209"
"Indiana","Dallas",-167,151,"20161209"
"New York","Sacramento",201,-225,"20161209"
"Phoenix","L.A. Lakers",105,-116,"20161209"
"Miami","Charlotte",219,-246,"20161229"
"Boston","Cleveland",235,-265,"20161229"
"Oklahoma City","Memphis",-100,-110,"20161229"
"Philadelphia","Utah",1289,-2000,"20161229"
"Toronto","Phoenix",-369,321,"20161229"
"Dallas","L.A. Lakers",160,-178,"20161229"
"Portland","Charlotte",191,-213,"20170118"
"Memphis","Washington",112,-124,"20170118"
"Toronto","Philadelphia",-226,202,"20170118"
"New York","Boston",358,-415,"20170118"
"Orlando","New Orleans",199,-222,"20170118"
"Atlanta","Detroit",-130,118,"20170118"
"Milwaukee","Houston",231,-260,"20170118"
"Indiana","Sacramento",125,-138,"20170118"
"Oklahoma City","Golden State",971,-1350,"20170118"
"Dallas","Philadelphia",-196,176,"20170317"
"Chicago","Washington",285,-325,"20170317"
"Toronto","Detroit",144,-160,"20170317"
"Boston","Brooklyn",-405,350,"20170317"
"Minnesota","Miami",159,-177,"20170317"
"Houston","New Orleans",-260,231,"20170317"
"Orlando","Phoenix",120,-132,"20170317"
"Milwaukee","L.A. Lakers",-320,281,"20170317"
"Detroit","Orlando",-116,105,"20141230"
"Cleveland","Atlanta",256,-290,"20141230"
"San Antonio","Memphis",102,-113,"20141230"
"Brooklyn","Chicago",461,-550,"20141230"
"Phoenix","New Orleans",104,-115,"20141230"
"Washington","Dallas",193,-215,"20141230"
"Minnesota","Utah",256,-290,"20141230"
"L.A. Lakers","Denver",188,-210,"20141230"
"Toronto","Portland",141,-156,"20141230"
"Philadelphia","Golden State",1745,-5393,"20141230"
"Washington","Philadelphia",-444,380,"20160317"
"Toronto","Indiana",107,-118,"20160317"
"Charlotte","Miami",165,-183,"20160317"
"Denver","Atlanta",301,-345,"20160317"
"Memphis","Milwaukee",545,-666,"20160317"
"Brooklyn","Chicago",269,-305,"20160317"
"Portland","San Antonio",638,-800,"20160317"
"Phoenix","Utah",377,-440,"20160317"
"Phoenix","Cleveland",569,-700,"20170119"
"Dallas","Miami",107,-118,"20170119"
"Washington","New York",-113,102,"20170119"
"Denver","San Antonio",736,-950,"20170119"
"Minnesota","L.A. Clippers",-124,112,"20170119"
"Chicago","Orlando",-104,-106,"20170308"
"Charlotte","Miami",153,-170,"20170308"
"Brooklyn","Atlanta",450,-535,"20170308"
"New York","Milwaukee",240,-271,"20170308"
"L.A. Clippers","Minnesota",-163,147,"20170308"
"Toronto","New Orleans",142,-157,"20170308"
"Detroit","Indiana",153,-170,"20170308"
"Utah","Houston",338,-390,"20170308"
"Sacramento","San Antonio",594,-735,"20170308"
"Washington","Denver",-117,106,"20170308"
"Boston","Golden State",304,-348,"20170308"
"Toronto","Indiana",-151,137,"20150127"
"Cleveland","Detroit",-410,354,"20150127"
"Milwaukee","Miami",111,-123,"20150127"
"Memphis","Dallas",225,-253,"20150127"
"Washington","L.A. Lakers",-374,325,"20150127"
"Chicago","Golden State",560,-687,"20150127"
"San Antonio","New York",-2500,1400,"20150317"
"Memphis","Detroit",-188,169,"20150317"
"Milwaukee","New Orleans",264,-300,"20150317"
"Orlando","Houston",569,-700,"20150317"
"Charlotte","L.A. Clippers",498,-600,"20150317"
"Miami","Boston",189,-211,"20160227"
"Minnesota","New Orleans",120,-133,"20160227"
"San Antonio","Houston",-232,207,"20160227"
"Portland","Chicago",-180,162,"20160227"
"Detroit","Milwaukee",104,-115,"20160227"
"Golden State","Oklahoma City",-170,153,"20160227"
"Brooklyn","Utah",688,-875,"20160227"
"Memphis","Phoenix",-295,260,"20160227"
"Oklahoma City","Chicago",-110,100,"20150305"
"Dallas","Portland",137,-152,"20150305"
"Dallas","Philadelphia",-375,326,"20151116"
"Indiana","Chicago",231,-260,"20151116"
"Boston","Houston",175,-195,"20151116"
"Oklahoma City","Memphis",126,-139,"20151116"
"Portland","San Antonio",767,-1000,"20151116"
"L.A. Lakers","Phoenix",604,-750,"20151116"
"Detroit","Philadelphia",-415,358,"20151211"
"Miami","Indiana",171,-190,"20151211"
"Cleveland","Orlando",-152,139,"20151211"
"Golden State","Boston",-195,175,"20151211"
"Milwaukee","Toronto",292,-333,"20151211"
"Washington","New Orleans",158,-175,"20151211"
"Charlotte","Memphis",130,-144,"20151211"
"Oklahoma City","Utah",-156,141,"20151211"
"Minnesota","Denver",-103,-107,"20151211"
"L.A. Lakers","San Antonio",1632,-2900,"20151211"
"Portland","Phoenix",151,-167,"20151211"
"Toronto","Charlotte",-135,122,"20151217"
"Oklahoma City","Cleveland",120,-133,"20151217"
"Houston","L.A. Lakers",-225,201,"20151217"
"Toronto","Washington",186,-208,"20170303"
"New York","Philadelphia",-126,114,"20170303"
"Miami","Orlando",-193,173,"20170303"
"Cleveland","Atlanta",-134,121,"20170303"
"L.A. Clippers","Milwaukee",-206,185,"20170303"
"Memphis","Dallas",-137,124,"20170303"
"Brooklyn","Utah",1000,-1403,"20170303"
"Oklahoma City","Phoenix",-193,173,"20170303"
"San Antonio","New Orleans",-229,205,"20170303"
"Boston","L.A. Lakers",-295,260,"20170303"
"Brooklyn","Indiana",322,-370,"20150321"
"Chicago","Detroit",-143,129,"20150321"
"Portland","Memphis",138,-153,"20150321"
"Phoenix","Houston",269,-306,"20150321"
"Utah","Golden State",408,-480,"20150321"
"Phoenix","Charlotte",916,-1250,"20160301"
"Portland","New York",-185,166,"20160301"
"Chicago","Miami",227,-255,"20160301"
"Orlando","Dallas",161,-179,"20160301"
"Brooklyn","L.A. Lakers",-107,-103,"20160301"
"Atlanta","Golden State",218,-245,"20160301"
"Toronto","Cleveland",218,-245,"20161115"
"Atlanta","Miami",-280,248,"20161115"
"Charlotte","Minnesota",-108,-102,"20161115"
"Chicago","Portland",164,-182,"20161115"
"Brooklyn","L.A. Lakers",273,-310,"20161115"
"Washington","Boston",-175,158,"20141207"
"Denver","Atlanta",218,-245,"20141207"
"Oklahoma City","Detroit",-543,456,"20141207"
"Miami","Memphis",305,-350,"20141207"
"Milwaukee","Dallas",393,-460,"20141207"
"Portland","New York",-270,239,"20141207"
"New Orleans","L.A. Lakers",-143,129,"20141207"
"New Orleans","Oklahoma City",704,-900,"20160211"
"Washington","Milwaukee",104,-115,"20160211"
"San Antonio","L.A. Lakers",-900,704,"20170226"
"Phoenix","Milwaukee",210,-235,"20170226"
"Utah","Washington",120,-133,"20170226"
"Memphis","Denver",106,-117,"20170226"
"Portland","Toronto",195,-218,"20170226"
"Boston","Detroit",-115,104,"20170226"
"New Orleans","Oklahoma City",206,-231,"20170226"
"Charlotte","L.A. Clippers",506,-611,"20170226"
"Cleveland","New York",-4000,1900,"20150222"
"Atlanta","Milwaukee",-203,182,"20150222"
"Washington","Detroit",-130,118,"20150222"
"Philadelphia","Orlando",380,-444,"20150222"
"Golden State","Indiana",-183,165,"20150222"
"Denver","Oklahoma City",338,-390,"20150222"
"Charlotte","Dallas",439,-520,"20150222"
"Memphis","Portland",109,-120,"20150222"
"Boston","L.A. Lakers",-149,135,"20150222"
